id_post,data,text,likes,text_preprocessed
480163,1712816700,"Приходит одна дамочка к ceксопатологу, вся опечаленная.
— Доктор, — говорит, — мой муж не может. 
— Вот вам таблеточка, — говорит ей доктор, - только учтите: средство пока что малоизученное, поэтому обязательно придите ко мне и расскажите, какой получился эффект.
На следующий день прибегает эта же дамочка, буквально преобразившаяся и помолодевшая:
— Доктор! Эффект получился просто потрясающий! Дала я, значит, мужу эту таблеточку перед обедом. Так он тут же поимел меня три раза, потом во время обеда — пять раз, сразу же после обеда — один раз, и перед тем, как умер — еще два раза!",411,приходить один дамочка ceксопатолог весь опечалить — доктор — говорить — муж — таблеточка — говорить доктор учесть средство пока малоизученный поэтому обязательно прийти к рассказать получиться эффект следующий день прибегать этот дамочка буквально преобразиться помолодеть — доктор эффект получиться просто потрясать дать значит муж таблеточка обед поиметь раз время обед — пять сразу обед — умереть — раз
480158,1712809500,"Приходит девушка в секс шоп:
— Здравствуйте, а у вас члены резиновые есть?
— Есть 
— А цветов на выбор много?
— Много
— А вибрирующие есть?
— Есть 
— А какого размера есть?
— А вам какой нужен?
— Ну мне нужен такой, чтобы им можно было отодрать как следует, чтобы прям оттрахать так оттрахать!
Продавец все понял, отходит в подсобку, приносит здоровенный фалос
Девушка:
— А какая дата изготовления? 
— 19 декабря 2021 года.
— Значит козерог, не подходит

Продавец молча бьёт ей резиновым хуем по голове.",836,приходить девушка секс шоп — здравствуйте член резиновый — — цвет выбор — — вибрировать — — какой размер — нужный — нужный отодрать следовать прям оттрахать оттрахать продавец понять отходить подсобка приносить здоровенный фалосый девушка — дата изготовление — 19 декабрь 2021 год — значит козерог подходить продавец молча бить резиновый хуй голова
480157,1712802300,"Секс с деловой женщиной:
— Можно?
— Войдите!",1602,секс деловой женщина — — войти
480154,1712795100,"Эйнштейна пригласили читать лекцию в один из университетов.
По пути туда водитель говорит Эйнштейну, что он так часто слушал его лекции, что выучил их наизусть и может без труда прочитать сам. Эйнштейн на это ему предлагает поменяться ролями (тогда телевидения не было и в лицо знаменитостей знали не всегда). Приехав в университет, водитель с успехом прочитал лекцию, после которой ему был задан очень сложный вопрос.
Водитель почесал затылок и стал смотреть в потолок, потом откашлялся и начал кряхтеть и мычать: ""эммм, эмми... Хммм..."" Простояв так две минуты, он стал произносить какие-то несвязные предложения с умными научными терминами. Потом он с растерянным видом сказал ""Что-то я сегодня распизделся"" — после чего извинился за глупую шутку и вышел из аудитории с позором.",295,эйнштейн пригласить читать лекция университет путь туда водитель говорить эйнштейн часто слушать лекция выучить наизусть труд прочитать эйнштейн это предлагать поменяться роль телевидение лицо знаменитость знать приехать университет водитель успех прочитать лекция который задать очень сложный вопрос водитель почесать затылок стать смотреть потолок откашляться начать кряхтеть мычать `` эммм эмми ... хммм ... '' простоять два минута стать произносить какой-то несвязный предложение умный научный термин растерять вид сказать `` что-то сегодня распиздеться '' — извиниться глупый шутка выйти аудитория позор
480150,1712787900,"- К какому отряду относится вежливый лось?
- К порнокопытным",491,какой отряд относиться вежливый лось порнокопытный
480146,1712780700,"Самурай хотел сделать харакири, но немного не рассчитал и пришлось принять иудаизм.",1163,самурай хотеть сделать харакири немного рассчитать прийтись принять иудаизм
480143,1712773500,"Муж приезжает из командировки, а у жены - любовник, огромный верзила. Он мужа притянул на кухню, очертил мелом круг, поставил мужа в середину и сказал:
- Если выйдешь из круга - убью.
А сам вернулся к жене. Вдруг слышит из кухни:
- Ха-ха.
Через 5 минут:
- Ха-ха-ха.
Ещё через 10 минут раздаётся совсем громкий хохот.
Любовник приходит на кухню и спрашивает:
- Ты чего смеешься?
Муж ехидно:
-",201,муж приезжать командировка жена любовник огромный верзила муж притянуть кухня очертить мел круг поставить муж середина сказать выйти круг убить вернуться жена слышать кухня ха-ха 5 минута ха-ха-ха ещё 10 минута раздаваться громкий хохот любовник приходить кухня спрашивать смеяться муж ехидно
480140,1712766300,"посту ГАИ останавливают машину и осматривают багажник.
В багажнике - 10 огромных ножей.
Гаишник:
— Зачем вам столько холодного оружия?
Водитель:
— Я жонглер, работаю в цирке, жонглирую ножами.
Гаишник:
— Не верю, ну-ка покажите.
Водитель стоит на обочине дороги и жонглирует ножами.
В проезжающей мимо машине водитель говорит жене:
— Зубочистку?",261,пост гаи останавливать машина осматривать багажник багажник 10 огромный нож гаишник — столько холодное оружие водитель — жонглёр работать цирк жонглировать нож гаишник — верить ну-ка показать водитель стоить обочина дорога жонглировать нож проезжать мимо машина водитель говорить жена — зубочистка
480139,1712759100,"Мужчина заходит в бар, подсаживается к двум ослепительно красивым девушкам и кричит:
- Бармен, два пива для девушек. Девушки, вы какое пиво предпочитаете?
На что они ему отвечают:
- Мужчина вы зря теряете время. Мы лесбиянки.
Мужчина:
- А это как?
Девушки:
- Ну, понимаете, мы любим заниматься сексом с женщинами.
Мужчина:
- фу гадость",667,мужчина заходить бар подсаживаться два ослепительно красивый девушка кричать бармен пиво девушка девушка какой пиво предпочитать отвечать мужчина зря терять время лесбиянка мужчина это девушка понимать любим заниматься секс женщина мужчина фу гадость
480134,1712751900,"Сидит старый шотландец в пабе, сидит, пивко потягивает, трубку курит. Сидел, сидел и говорит:
- Вот эту мельницу, построил я сам, ОДИН(!)… собрал камней, намесил раствор и построил… но почему-то никто не называет меня Макфларен-строитель мельниц...
Посидел, отхлебнул пива, затянулся.
- Вот этот сад, в котором сейчас самые большие урожаи фруктов и ягод, посадил я сам, ОДИН(!)… все радуются и собирают плоды. Но почему-то никто не называет меня Макфларен-садовник...
Посидел, отхлебнул пива, затянулся.
- Вот этот мост, построил я сам, ОДИН(!), спилил деревья, ошкурил и сделал мост, теперь по нему ездят машины, ходят люди. Но почему-то никто не называет меня Макфларен-строитель мостов...
Раздается крик из другого конца паба: 
- Макфларен-пиздабол, заткнись уже, а?!",504,сидеть старый шотландец паб сидеть пивко потягивать трубка курить сидеть сидеть говорить мельница построить … собрать камень намесить раствор построил… почему-то никто называть макфларен-строитель мельница ... посидеть отхлебнуть пиво затянуться сад который самый больший урожай фрукт ягода посадить … радоваться собирать плод почему-то никто называть макфларен-садовник ... посидеть отхлебнуть пиво затянуться мост построить спилить дерево ошкурить сделать мост он ездить машина ходить человек почему-то никто называть макфларен-строитель мост ... раздаваться крик другой конец паб макфларен-пиздабол заткнуться
480127,1712744700,"- Наш сын подрос, надо его куда-нибудь отдать!
- Давай в музыкальную школу.
- Нет, ну, вот это начнется – пианино покупать надо, ноты там, дорого!
- Тогда в футбол.
- Нет, это бутсы каждый месяц покупать надо, мяч…
- Может, в балет?
- Нет, ну, это надо ему пуанты покупать, колготки всякие, дорого… Слушай, зачем мы вообще ребенка заводили?
- Ну, ты же сам сказал – зачем еще эти презервативы покупать, дорого...",425,наш сын подрасти куда-нибудь отдать давать музыкальный школа это начаться – пианино покупать нота дорого футбол это бутсы каждый месяц покупать мяч… балет это пуант покупать колготки всякий дорого… слушать вообще ребёнок заводить сказать – презерватив покупать дорого ...
480123,1712737500,"- Сколько ирландцев нужно для того, чтобы вкрутить лампочку?
- Двое. Один держит лампочку, а второй пьет виски, чтобы комната пошла кругом.",1655,сколько ирландец нужно вкрутить лампочка двое держать лампочка второй пить виски комната пойти кругом
480118,1712730300,"Студент сдает экзамен, а препод его валит...
- Hу хорошо, - говорит препод, - если отвечаешь на этот вопрос - то cдал... Сколько в этой аудитории лампочек?
Студет, быстро считая:
- Девять!
Препод, доставая из кармана лампочку:
- Hеправильно! Лампочек десять. Придется тебе пересдавать...
Пересдача, та же ситуация... Препод задает тот же вопрос...
Студент (не задумываясь):
- Десять.
Препод, с ехидной улыбкой вытаскивая лампочку из кармана:
- Hет, неправильно, я сегодня лампочку не взял...
Студент, вытаскивая револьвер из кармана:
- Я знаю, о чем ты сейчас думаешь. Выстрелил он шесть раз, или только пять? Честно говоря, в этой суматохе я и сам сбился со счета. Это «Магнум» 44-го калибра,самый убойный пистолет на свете,и он может напрочь снести тебе башку. Так что ты должен задать себе всего один вопрос: Повезет ли мне?",433,студент сдавать экзамен препод валита ... hу говорить препод отвечать вопрос cдать ... сколько аудитория лампочка студеть быстро считать девять препод доставать карман лампочка hеправильно лампочка десять прийтись ты пересдавать ... пересдача тот ситуация ... препод задавать вопрос ... студент задумываться десять препод ехидный улыбка вытаскивать лампочка карман hет неправильно сегодня лампочка взять ... студент вытаскивать револьвер карман знать думать выстрелить шесть пять честно говорить суматоха сбиться счёт это « магнум » 44-го калибр самый убойный пистолет свет напрочь снести ты башка должный задать вопрос повезти
480116,1712726700,"В семье Квентина Тарантино сын пошёл по стопам отца

🦵🦵🦵

Бармен спрашивает: -Почему у анекдота нелинейная структура? 
Квентин Тарантино заходит в бар

🦵🦵🦵

Заходит как-то Тарантино в магазин кинопроката, и говорит продавцу: 
-Здраствуйте, мне пожалуйста два любых фильма Серджио Корбуччи. 
-Конечно, с вас 18$ 
-Да, держите. 
-Но это же перемазанная в говне и вазелине фигурка Сэмюэла Л. Джексона! 
-Извините, не тот карман

🦵🦵🦵

-Папа, а почему моего брата зовут Мистер Оранжевый? 
-Потому что твоя мать любит фильмы Квентина Тарантино. 
-А почему я Мистер Розовый? 
-Да потому что ты голубой, понятно?

🦵🦵🦵

Салун где-то на западе Америки. У шеста-девушка в костюме чирлидерши, в зале-группа интуристов. Вдруг встаёт один из них, вскидывает револьвер, стреляет. У танцовщицы рвётся бретелька лифчика, стреляющий удовлетворённо заявляет, хвастаясь меткостью:""Я-Джек Лоуренс из Йорка, Англия!"", все аплодируют. Встаёт 2-ой турист, вскидывает свой наган, стреляет, лопается 2-ая бретелька. Стрелявший:""Франсуа Жерон из Нормандии, Франция!"". Девушка довольна, возбуждена, танцует дальше, кругом хлопают в ладоши. 3-й турист, продолжая сидеть: 
- Признаться, мне надоел этот чертов фарс! Вы слышали, да?Это щелчок моего Вальтера!Он нацелен на ваши яйца! 
- Да? Зачем вы наставили вальтер на мои яйца? 
- Вы себя выдали! Танцовщита, в вас не больше чирлидерского чем в этом виски! 
- А я хотела сказать, что не вы один такой умный! Мой пистолет нацелен на ваши яйца с тех пор как вы сели! 
- Нас трое таких умных! 
- Непростая, однако, ситуация. 
- Скажи ""Auf wiedersehen"" своим нацистским яйцам!

*******************************************

https://vk.cc/cw5qYY - всякое там
https://vk.cc/cw5qZU - и снов всякое
https://vk.cc/cw5r2Q - опять всё подряд
https://vk.cc/cw5r42 - вритен энд директед баи
https://vk.cc/cw5r6i - чумные псы (хз не смотрел)
https://vk.cc/cw5r9a - все бешеные псы попадают в бешеный рай
https://vk.cc/cw5rb4 - опять сыновья собак
https://vk.cc/cw5rdF - сей май нейм (хз не смотрел)

Коллекция ""Тарантино"" - https://vk.cc/cw5rfv
Полная коллекция - https://vk.cc/cw5rg8

Скидка по промокоду JUMORESKI",31,семья квентин тарантино сын пойти стопа отец 🦵🦵🦵 бармен спрашивать -почему анекдот нелинейный структура квентин тарантино заходить бар 🦵🦵🦵 заходить как-то тарантино магазин кинопрокат говорить продавец -здраствовать пожалуйста любой фильм серджио корбуччи -конечный 18 -да держать -но это перемазать говно вазелин фигурка сэмюэла л. джексон -извинить карман 🦵🦵🦵 -папа почему мой брат звать мистер оранжевый -потому твой мать любить фильм квентин тарантино -а почему мистер розовый -да голубой понятно 🦵🦵🦵 салун где-то запад америка шеста-девушка костюм чирлидерша зале-группа интурист вставать вскидывать револьвер стрелять танцовщица рваться бретелька лифчик стрелять удовлетворённо заявлять хвастаться меткость '' я-джек лоуренс йорк англия `` аплодировать вставать 2-й турист вскидывать свой наган стрелять лопаться 2-й бретелька стрелять '' франсуа жерон нормандия франция '' девушка довольный возбудить танцевать далёкий кругом хлопать ладоши 3-й турист продолжать сидеть признаться надоесть чертовый фарс слышать это щелчок мой вальтер нацелить ваш яйцо наставить вальтер мой яйцо выдать танцовщита чирлидерский виски хотеть сказать умный пистолет нацелить ваш яйцо тот пора сель трое такой умный непростой однако ситуация сказать `` auf wiedersehen '' свой нацистский яйцо https //vk.cc/cw5qyy всякий https //vk.cc/cw5qzu сон всякий https //vk.cc/cw5r2q всё подряд https //vk.cc/cw5r42 вритен энд директед бай https //vk.cc/cw5r6i чумной пёс хз смотреть https //vk.cc/cw5r9a бешеный пёс попадать бешеный рай https //vk.cc/cw5rb4 сын собака https //vk.cc/cw5rdf сей май нейм хз смотреть коллекция `` тарантино '' https //vk.cc/cw5rfv полный коллекция https //vk.cc/cw5rg8 скидка промокод jumoreski
480115,1712723100,"""Hoвенькaя"" пp#ститyтка пocле пepвой работы. ""Сотрудницы"" спрашивают, как все было. 
— Это был большой, мускулистый моряк, — отвечает новоиспеченная пу#ана. 
— И что он хотел ? 
— Ну, я сказала ему, что обычный тр#х — это 100 баксов, но он сказал, что у него такиx дeнeг нeт. Toгдa я cказала ему, что за 75 баксов могу о#сосать, но у него и этих денег не было. В конце концов, я спросила, cколькo у нeго денег. Он сказал, что всего 25 баксов. Ну, я сказала, что за такие деньги могу ему по#рочить. Он согласился, вытащил чл#н, я взяла его одной рукой, потом второй, потом все выше и выше, переставляя руки... 
— О! О! Боже!!! — застонали подруги, — ты можешь нормально разговаривать, а не цензурить слова?",338,`` hoвенькaть '' пp ститyтка пocль пepвой работа `` сотрудница '' спрашивать — это большой мускулистый моряк — отвечать новоиспечённый пу ана — хотеть — сказать обычный тр х — это 100 бакс сказать такиx дeнeг нeт toгдa cказать 75 бакс мочь сосать этот деньга конец конец спросить cколькo нeго деньга сказать 25 бакс сказать такой деньга мочь рочить согласиться вытащить чл н взять один рука второй выше выше переставлять рука ... — бог — застонать подруга — мочь нормально разговаривать цензурить слово
480114,1712715900,"Идёт мужик с лесником по лесу и говорит:
– Лесник, а ты знаешь что такое нюанс?
– Конечно знаю! Вот смотри: ты идёшь кормить волков, и я иду кормить волков. Но есть нюанс...",1036,идти мужик лесник лес говорить – лесник знать такой нюанс – знать смотреть идти кормить волков идти кормить волков нюанс ...
480113,1712708700,"Ушел мужик в монастырь, дал обет молчания, но раз в 10 лет можно было сказать два слова.
Прошло 10 лет.
- как кинуть 
Прошло ещё 10.
- кости на
Ещё через 10 подходит к настоятелю и говорит:
- Пешков стрит?
- хиппуешь, плесень?",786,уйти мужик монастырь дать обет молчание 10 год сказать слово пройти 10 год кинуть пройти ещё 10 кость ещё 10 подходить настоятель говорить пешков стрит хиппуесть плесень
480112,1712701500,"Командир демонстрирует солдатам пиво.
- Вот, товарищи бойцы, это пиво ""Толстяк"". Петров.
- Я!
-Похвали пиво.
Петров тужится, пыжится, пытается похвалить.
- Нормальное.
- Сидоров, помоги Петрову.
Пытаются вдвоем.
- Ну как его похвалить. Заебись пиво. Пиздатое пиво. Как его еще похвалить блядь хехе.
- Иванов, еще пара красивых слов.
Пыхтят втроем. Хором:
- Невъебенное пиво!
- А хули вы хотели? Жидкое золото...",1090,командир демонстрировать солдат пиво товарищ боец это пиво `` толстяк '' петров -похвалить пиво петров тужиться пыжиться пытаться похвалить нормальный сидоров помочь петров пытаться вдвоём похвалить заебись пиво пиздатой пиво похвалить блядь хех иванов пара красивый слово пыхтеть втроём хором невъебенный пиво хулить хотеть жидкий золото ...
480109,1712694300,Знаем ли мы ее!? Да это мы ее написали!,711,знать это написать
480106,1712687100,"Едет такси. Сзади сидят двое пассажиров и разговаривают. — Представляете — я вчера в ресторане, так у официанта, когда он наливал вино, не было салфетки на руке. — Да что вы говорите... Да... Я то же недавно был в ресторане с дамой, так официант меню подал сначала мне... — Да не может быть... 
Водитель сидел, сидел, потом не выдержал и спрашивает:
-Что, уже шесть часов?
Достает свое «хозяйство» и начинает дрочить:
– Ко-о-омбат батяня батяня ко-о-омбат...",252,ехать такси сзади сидеть двое пассажир разговаривать — представлять — вчера ресторан официант наливать вино салфетка рука — говорить ... ... недавно ресторан дама официант меню подать сначала ... — ... водитель сидеть сидеть выдержать спрашивать -что шесть час доставать свой « хозяйство » начинать дрочить – ко-о-омбат батянуть батянуть ко-о-омбат ...
480100,1712679900,"Заходит в бар прилично одетый пожилой мужчина. Бармен к нему подскакивает: 
— Что пожелаете? Пиво, водка, скотч, коньяк? 
Мужик отвечает: 
— Спасибо, я не пью. Один раз попробовал, мне не понравилось. 
Бармен: 
— Ну что ж, тогда может закурите? Есть сигары, сигареты разных марок... 
— Спасибо, я не курю. Один раз попробовал, мне не понравилось. 
— В таком случае, может хотите сыграть в бильярд? 
— Спасибо, не хочу. Один раз попробовал, мне не понравилось. Я вообще в такие заведения никогда не хожу. Но мне надо поговорить с сыном, а он захотел встретится здесь. 
— Я так понимаю, это ваш единственный сын?",521,заходить бар прилично одетый пожилой мужчина бармен он подскакивать — пожелать пиво водка скотч коньяк мужик отвечать — спасибо пить попробовать понравиться бармен — закурить сигара сигарета разный марка ... — спасибо курить попробовать понравиться — такой случай хотеть сыграть бильярд — спасибо хотеть попробовать понравиться вообще такой заведение ходить поговорить сын захотеть встретиться — понимать это ваш единственный сын
480091,1712672700,"Экскурсовод: 
- Вот господа, это статуя Венеры Милосской, к сожалению она дала трещину и у нее отпали руки. 
Вопрос из толпы: 
- А кто такой Тре...
- Заткнись нахуй придурок меня уже так заебала эта шутка заткнись сука заткнись нахуй блять дурак балбес идиот",979,экскурсовод господин это статуя венера милосский сожаление дать трещина отпасть рука вопрос толпа тре ... заткнуться нахуй придурок заебал этот шутка заткнуться сука заткнуться нахуй блядь дурак балбес идиот
480082,1712665500,"- Мужик, кто ты, и что делаешь в моей квартире?! 
- Ой, мне вот сейчас не до философии!",846,мужик делать мой квартира ой философия
480065,1712658300,"Лежат зеки на нарах после отбоя. 
Вдруг из одного угла слышится: 27. 
Вся камера: бу-га-га! 
Из другого угла: 34. 
Камера опять ржет. 
Новенький зек спрашивает у лежащего рядом старожила: А че это за цифры из-за которых все в камере смеются? 
Старый отвечает: Понимаешь, кореш, давно тут сидим, все анекдоты уже рассказали и, чтобы не повторять каждый раз, присвоили им номера. Называет кто-то номер анекдота, а все остальные вспоминают и смеются. 
Новенький на всю камеру: 17. 
Тишина, никто не смеётся. 
Он опять к старожилу: А что анекдот под №17 не смешной? 
Старожил: нет",336,лежать зек нары отбой один угол слышаться 27 весь камера бу-га-г другой угол 34 камера ржать новенький зек спрашивать лежать рядом старожил че это цифра из-за который камера смеяться старый отвечать понимать кореш давно сидеть анекдот рассказать повторять каждый присвоить номер называть кто-то номер анекдот остальной вспоминать смеяться новенький камера 17 тишина никто смеяться старожил анекдот №17 смешной старожил
480059,1712651100,- Товарищ прапорщик! Там солдаты в казарме...выражают свое отношение к современному искусству!,708,товарищ прапорщик солдат казарма ... выражать свой отношение современный искусство
480049,1712636700,"Приезжает генерал в глухую часть с инспекцией. Осмотрелся а потом говорит: 
- Да, дико у вас тут. А как вы без баб тут обходитесь?
Ему никто не ответил.
Это была глухая часть.",949,приезжать генерал глухой часть инспекция осмотреться говорить дико баба обходиться никто ответить это глухой часть
480043,1712629500,"— Дорогая, я.. 
— Милый, нет больше никакого я, есть только МЫ 
*муж достает обрез и стреляет жене в живот*
— Мыкола Тарасюк, Житомир, Украина!",505,— дорогой .. — милый никакой муж доставать обрез стрелять жена живот — мыкола тарасюк житомир украина
480042,1712622300,"Заходит мужик в туалет и начинает галочки везде ставить. К нему другой мужик подходит и спрашивает:
- Ты что это делаешь?
А мужик бьёт себя по лбу и говорит:
- бляяяяя это я что получается, в кабинке избирательной насрал?",394,заходить мужик туалет начинать галочка везде ставить он мужик подходить спрашивать это делать мужик бить лоб говорить бляяяять это получаться кабинка избирательный насрало
480041,1712615100,"Едет такси. Сзади сидят двое пассажиров и разговаривают.
— Представляете — я вчера в ресторане, так у официанта, когда он наливал вино, не было салфетки на руке.
— Да что вы говорите... Да... Я то же недавно был в ресторане с дамой, так официант меню подал сначала мне...
— Да не может быть...
Водитель сидел, сидел, потом не выдержал и спрашивает:
–Слово «Дювэ» знаешь? 
— Плед? 
— Одеяло. Всего-навсего. А зачем таким как мы с тобой знать что такое Дювэ? Это необходимо для выживания? Как умение добывать пищу? Нет! И кто же мы? 
— Мы просто… потребители. 
— Правильно — потребители. Мы одержимы внешней атрибутикой преуспевания. Убийства, голод, преступность — всё это не волнует меня, а волнует меня — знаменитости и скандалы, телевизор, где 500 каналов, чьё имя на бирке моих трусов. Нафик! Мир скоро пойдёт ко дну, так что пора плюнуть на все эти диваны и зелёную обивку. Я считаю, к чёрту совершенство, к чёрту преуспевание, я считаю — наплевать на всё это, пора эволюционировать",268,ехать такси сзади сидеть двое пассажир разговаривать — представлять — вчера ресторан официант наливать вино салфетка рука — говорить ... ... недавно ресторан дама официант меню подать сначала ... — ... водитель сидеть сидеть выдержать спрашивать –слово « дювэ » знать — плед — одеяло всего-навсего такой ты знать такой дювэ это необходимо выживание умение добывать пища — просто… потребитель — правильно — потребитель одержимый внешний атрибутика преуспевание убийство голод преступность — всё это волновать волновать — знаменитость скандал телевизор 500 канал чей имя бирка мой трус нафик мир скоро пойти к дно пора плюнуть диван зелёный обивка считать чёрт совершенство чёрт преуспевание считать — наплевать всё это пора эволюционировать
480027,1712607900,"Заходит фанат the binding of isaac в комнату, а там насрано",2082,заходить фанат the binding of isaac комната насрано
480024,1712600700,"Андрей пришёл домой очень несчастным и подавленным. Всё, что он хотел, это просто поесть в абсолютной тишине наедине с собой. 
— Что стряслось? — прервал раздумья сына отец. 
— Мы живём как бомжары! — ответил нервно сын, - У всех одногруппников есть по квартире, машине, место нагретое денежное! А у нас нету нихуя совершенно!ф 
Над домом нависла тишина. Через несколько минут отец прервал её: 
— Послушай, — обратился он к сыну, протянув ему кружку. 
— Что это? 
— Да послушай говорю. 
Сын прислонил ухо к кружке и услышал стук. 
— Ну и что? — спросил сын. 
— Стучит? 
— Стучит. 
— Это армяне в нарды играют! — весело сказал отец.",278,андрей прийти домой очень несчастный подавить всё хотеть это просто поесть абсолютный тишина наедине себя — стрястись — прервать раздумье сын отец — жить бомжара — ответить нервно сын одногруппник квартира машина место нагреть денежный нету нихуй совершенно ф дом нависнуть тишина несколько минута отец прервать её — послушать — обратиться сын протянуть кружка — это — послушать говорить сын прислонить ухо кружка услышать стук — — спросить сын — стучать — стучать — это армянин нард играть — весело сказать отец
480022,1712593500,"- Сынок, почему у тебя такие красные глаза? 
- На сварку смотрел, пап. 
- Зачем? 
- Не знаю - накуренный был.",1460,сынок почему такой красный глаз сварка смотреть папа знать накурить
480018,1712586300,"Жена упрекает мужа: 
– Вот ты приходишь домой, ужинаешь и сразу командуешь: ""быстро ебаться!"" Нет, чтобы поговорить о прекрасном, об искусстве, о душе, о Шостаковиче... 
На следующий день муж приходит с работы и спрашивает: 
– Ты Рембрандта читала? 
– Что?!
– Быстро ебаться, быдло",787,жена упрекать муж – приходить домой ужинать сразу командовать `` быстро ебаться '' поговорить прекрасный искусство душа шостакович ... следующий день муж приходить работа спрашивать – рембрандт читать – – быстро ебаться быдло
480012,1712579100,"Экзамен. 
В аудиторию заходит самый оторванный из студентов. 
Профессор подходит к нему ближе, наклоняется и говорит: 
— Молодой человек, у меня к вам всего один вопрос, но если вы ответите на него, я обеспечу вам ""отлично"". 
— Слушаю, профессор… 
— Скажите-ка мне пожалуйста, как можно забить дождевого червяка в землю?! 
— Ерунда, профессор, залейте его эпоксидной смолой, подождите пока высохнет, а потом забивайте его куда вам вздумается! 
Профессор забирает зачетку и просит студента прийти за ней завтра. 
На следующий день. Студент входит в аудиторию, профессор выбегает ему на встречу, трясет руку и радостно шепчет: 
— Я дождевого червяка в землю забил",667,экзамен аудитория заходить самый оторвать студент профессор подходить он близкий наклоняться говорить — молодой человек вопрос ответить обеспечить `` отлично '' — слушать профессор… — сказать-ка пожалуйста забить дождевой червяк земля — ерунда профессор залить эпоксидный смола подождать пока высохнуть забивать вздуматься профессор забирать зачётка просить студент прийти завтра следующий день студент входить аудитория профессор выбегать встреча трясти рука радостно шептать — дождевой червяк земля забить
